number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,user_attrs_fold_auc,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
33,0.90137279829533,2026-09-08 13:40:48.212387,2026-09-08 13:40:53.291952,0 days 00:00:05.079565,0.8878851062583405,0.05382621614934548,0.10023404480987519,2,6.625667486278681,1200,0.050821170925862615,4.895651669719396,2.4370387572554324,0.7745915932741203,"[0.9043625678750402, 0.8992484982384673, 0.9054716006644427, 0.8960806264744064, 0.9017006982242936]",,"{""colsample_bytree"": 0.8878851062583405, ""gamma"": 0.05382621614934548, ""learning_rate"": 0.10023404480987519, ""max_depth"": 2, ""min_child_weight"": 6.625667486278681, ""n_estimators"": 1200, ""reg_alpha"": 0.050821170925862615, ""reg_lambda"": 4.895651669719396, ""scale_pos_weight"": 2.4370387572554324, ""subsample"": 0.7745915932741203}",COMPLETE
34,0.9029588219114331,2026-09-08 13:40:53.296954,2026-09-08 13:40:58.754659,0 days 00:00:05.457705,0.826205867155629,0.14398695247622736,0.04880338518535517,3,6.121916334144123,1200,0.09376349970086724,4.452395802459789,3.3930770644564774,0.7945896132872435,"[0.9068212844958752, 0.9000617925016725, 0.9068641382487194, 0.8982489984505646, 0.9027978958603339]",,"{""colsample_bytree"": 0.826205867155629, ""gamma"": 0.14398695247622736, ""learning_rate"": 0.04880338518535517, ""max_depth"": 3, ""min_child_weight"": 6.121916334144123, ""n_estimators"": 1200, ""reg_alpha"": 0.09376349970086724, ""reg_lambda"": 4.452395802459789, ""scale_pos_weight"": 3.3930770644564774, ""subsample"": 0.7945896132872435}",COMPLETE
35,0.9036521291287315,2026-09-08 13:40:58.759661,2026-09-08 13:41:03.541345,0 days 00:00:04.781684,0.8385615834049942,0.1213645411995038,0.0678966384254842,3,5.839091701314544,1000,0.0025402692389567415,3.0947304399682993,3.3733185449567653,0.8346192494485523,"[0.9078108292968914, 0.9004385760484561, 0.9070028894875696, 0.8983877496894149, 0.9046206011213254]",,"{""colsample_bytree"": 0.8385615834049942, ""gamma"": 0.1213645411995038, ""learning_rate"": 0.0678966384254842, ""max_depth"": 3, ""min_child_weight"": 5.839091701314544, ""n_estimators"": 1000, ""reg_alpha"": 0.0025402692389567415, ""reg_lambda"": 3.0947304399682993, ""scale_pos_weight"": 3.3733185449567653, ""subsample"": 0.8346192494485523}",COMPLETE
36,0.8964888828660854,2026-09-08 13:41:03.546347,2026-09-08 13:41:07.774850,0 days 00:00:04.228503,0.9020489216348018,0.17151360804511936,0.07040661671040045,2,5.477805465891662,1000,0.009098695025127168,5.68083990481289,2.3879120933463174,0.8268925746785912,"[0.9005097781934421, 0.8941594084665776, 0.8997361772219042, 0.8916299780845629, 0.8964090723639401]",,"{""colsample_bytree"": 0.9020489216348018, ""gamma"": 0.17151360804511936, ""learning_rate"": 0.07040661671040045, ""max_depth"": 2, ""min_child_weight"": 5.477805465891662, ""n_estimators"": 1000, ""reg_alpha"": 0.009098695025127168, ""reg_lambda"": 5.68083990481289, ""scale_pos_weight"": 2.3879120933463174, ""subsample"": 0.8268925746785912}",COMPLETE
37,0.9043299083406942,2026-09-08 13:41:07.779851,2026-09-08 13:41:13.117405,0 days 00:00:05.337554,0.8507194512285428,0.029384168126048108,0.08300235821201399,3,4.660126353635842,1200,0.02035920372460473,9.400167810877763,2.7675878430048653,0.8821637352670301,"[0.9077644858247602, 0.9018265349952372, 0.907859127011823, 0.8993243903460405, 0.9048750035256096]",,"{""colsample_bytree"": 0.8507194512285428, ""gamma"": 0.029384168126048108, ""learning_rate"": 0.08300235821201399, ""max_depth"": 3, ""min_child_weight"": 4.660126353635842, ""n_estimators"": 1200, ""reg_alpha"": 0.02035920372460473, ""reg_lambda"": 9.400167810877763, ""scale_pos_weight"": 2.7675878430048653, ""subsample"": 0.8821637352670301}",COMPLETE
38,0.9043252208667735,2026-09-08 13:41:13.123407,2026-09-08 13:41:18.694418,0 days 00:00:05.571011,0.8447901615064961,0.24255721817055537,0.058294012173976666,3,3.0260848543332974,1200,0.004794735419880269,3.0584321889062123,2.0708557431523085,0.8142797056345535,"[0.9078465640223901, 0.9019137534088445, 0.9077491310598976, 0.8996018928237414, 0.904514763018994]",,"{""colsample_bytree"": 0.8447901615064961, ""gamma"": 0.24255721817055537, ""learning_rate"": 0.058294012173976666, ""max_depth"": 3, ""min_child_weight"": 3.0260848543332974, ""n_estimators"": 1200, ""reg_alpha"": 0.004794735419880269, ""reg_lambda"": 3.0584321889062123, ""scale_pos_weight"": 2.0708557431523085, ""subsample"": 0.8142797056345535}",COMPLETE
39,0.8983046565080123,2026-09-08 13:41:18.699419,2026-09-08 13:41:23.697736,0 days 00:00:04.998317,0.8266150656093688,0.22082909165075287,0.06727250849593723,2,3.5904298907082555,1200,0.006524223768838931,4.090728568508267,2.4777614588037378,0.8234053736556791,"[0.9021479920155222, 0.8963841059861415, 0.9017498848392635, 0.892556009994556, 0.8986852897045776]",,"{""colsample_bytree"": 0.8266150656093688, ""gamma"": 0.22082909165075287, ""learning_rate"": 0.06727250849593723, ""max_depth"": 2, ""min_child_weight"": 3.5904298907082555, ""n_estimators"": 1200, ""reg_alpha"": 0.006524223768838931, ""reg_lambda"": 4.090728568508267, ""scale_pos_weight"": 2.4777614588037378, ""subsample"": 0.8234053736556791}",COMPLETE
40,0.9024952974166768,2026-09-08 13:41:23.702737,2026-09-08 13:41:28.786990,0 days 00:00:05.084253,0.9135659587894615,0.061569747319655366,0.08222944985957471,3,2.408439649630545,1100,0.057534155719482456,21.180917638591893,2.6711628480280005,0.8295220204410841,"[0.9066625720627034, 0.9002337174385752, 0.9054584793199235, 0.8972587557056911, 0.90286296255649]",,"{""colsample_bytree"": 0.9135659587894615, ""gamma"": 0.061569747319655366, ""learning_rate"": 0.08222944985957471, ""max_depth"": 3, ""min_child_weight"": 2.408439649630545, ""n_estimators"": 1100, ""reg_alpha"": 0.057534155719482456, ""reg_lambda"": 21.180917638591893, ""scale_pos_weight"": 2.6711628480280005, ""subsample"": 0.8295220204410841}",COMPLETE
41,0.9038429860328545,2026-09-08 13:41:28.792991,2026-09-08 13:41:34.264751,0 days 00:00:05.471760,0.8335136688588712,0.001136676618729085,0.06445577213549432,3,7.0935891969927205,1200,0.0017491183650296897,4.441600200512124,2.178588462394012,0.7610170595405795,"[0.9069124359636511, 0.9008388039048173, 0.908222895350298, 0.899013386563185, 0.9042274083823219]",,"{""colsample_bytree"": 0.8335136688588712, ""gamma"": 0.001136676618729085, ""learning_rate"": 0.06445577213549432, ""max_depth"": 3, ""min_child_weight"": 7.0935891969927205, ""n_estimators"": 1200, ""reg_alpha"": 0.0017491183650296897, ""reg_lambda"": 4.441600200512124, ""scale_pos_weight"": 2.178588462394012, ""subsample"": 0.7610170595405795}",COMPLETE
42,0.9030262600155309,2026-09-08 13:41:34.269752,2026-09-08 13:41:40.205517,0 days 00:00:05.935765,0.8962077247532093,0.1340608485757171,0.06316949268281179,4,5.680929069720174,1100,0.03145734456273068,3.7189244716104235,2.271774283618116,0.839463327796845,"[0.9061424643001716, 0.8996785896796474, 0.9073808958807353, 0.8982266642471279, 0.9037026859699724]",,"{""colsample_bytree"": 0.8962077247532093, ""gamma"": 0.1340608485757171, ""learning_rate"": 0.06316949268281179, ""max_depth"": 4, ""min_child_weight"": 5.680929069720174, ""n_estimators"": 1100, ""reg_alpha"": 0.03145734456273068, ""reg_lambda"": 3.7189244716104235, ""scale_pos_weight"": 2.271774283618116, ""subsample"": 0.839463327796845}",COMPLETE
43,0.9035653958793981,2026-09-08 13:41:40.211519,2026-09-08 13:41:45.721687,0 days 00:00:05.510168,0.8289437892123879,0.2145119120264336,0.0564505563975414,3,3.863976714970331,1200,1.0008907190506855,3.275402468930618,1.5035802889689152,0.8256340811020577,"[0.9073219894191713, 0.9009278364614276, 0.906851854436829, 0.8989740225296277, 0.9037512765499347]",,"{""colsample_bytree"": 0.8289437892123879, ""gamma"": 0.2145119120264336, ""learning_rate"": 0.0564505563975414, ""max_depth"": 3, ""min_child_weight"": 3.863976714970331, ""n_estimators"": 1200, ""reg_alpha"": 1.0008907190506855, ""reg_lambda"": 3.275402468930618, ""scale_pos_weight"": 1.5035802889689152, ""subsample"": 0.8256340811020577}",COMPLETE
44,0.9041651460808333,2026-09-08 13:41:45.727689,2026-09-08 13:41:51.100393,0 days 00:00:05.372704,0.8329286091187531,0.16718935109347421,0.06993352999344896,3,4.7508403352865,1200,0.024513139880481684,2.3739483014839995,2.077142903657036,0.8250210096594339,"[0.9079090997920127, 0.9014371919968942, 0.9070475578944429, 0.899798433813984, 0.9046334469068327]",,"{""colsample_bytree"": 0.8329286091187531, ""gamma"": 0.16718935109347421, ""learning_rate"": 0.06993352999344896, ""max_depth"": 3, ""min_child_weight"": 4.7508403352865, ""n_estimators"": 1200, ""reg_alpha"": 0.024513139880481684, ""reg_lambda"": 2.3739483014839995, ""scale_pos_weight"": 2.077142903657036, ""subsample"": 0.8250210096594339}",COMPLETE
45,0.903601567907598,2026-09-08 13:41:51.106395,2026-09-08 13:41:56.160902,0 days 00:00:05.054507,0.8275406660162874,0.06108665957200549,0.06027668636398793,3,8.689049431940457,1100,0.056585667073209556,5.45985495934495,2.1862397645487794,0.8077864060693764,"[0.9074171889613201, 0.8997902292490647, 0.9075308142213041, 0.8988402964865506, 0.9044293106197505]",,"{""colsample_bytree"": 0.8275406660162874, ""gamma"": 0.06108665957200549, ""learning_rate"": 0.06027668636398793, ""max_depth"": 3, ""min_child_weight"": 8.689049431940457, ""n_estimators"": 1100, ""reg_alpha"": 0.056585667073209556, ""reg_lambda"": 5.45985495934495, ""scale_pos_weight"": 2.1862397645487794, ""subsample"": 0.8077864060693764}",COMPLETE
46,0.9034647216716747,2026-09-08 13:41:56.165902,2026-09-08 13:42:01.228178,0 days 00:00:05.062276,0.9001358840277912,0.06261386849143738,0.06231661321816832,3,8.392720274596288,1100,0.02832502005846407,7.21674181347132,2.6459676226790885,0.8104349073699402,"[0.9070215943829478, 0.9008951818873729, 0.9069772051536173, 0.8987604517092644, 0.9036691752251713]",,"{""colsample_bytree"": 0.9001358840277912, ""gamma"": 0.06261386849143738, ""learning_rate"": 0.06231661321816832, ""max_depth"": 3, ""min_child_weight"": 8.392720274596288, ""n_estimators"": 1100, ""reg_alpha"": 0.02832502005846407, ""reg_lambda"": 7.21674181347132, ""scale_pos_weight"": 2.6459676226790885, ""subsample"": 0.8104349073699402}",COMPLETE
47,0.9046165005670929,2026-09-08 13:42:01.233179,2026-09-08 13:42:06.069133,0 days 00:00:04.835954,0.8169660078474006,0.11185305099399048,0.08014094220726582,3,6.122241962392677,1100,0.049043725682318934,7.297420144975699,2.7989717994331094,0.8699924289446302,"[0.9081078742025991, 0.9017793672771585, 0.908995100434121, 0.8985842906796578, 0.9056158702419281]",,"{""colsample_bytree"": 0.8169660078474006, ""gamma"": 0.11185305099399048, ""learning_rate"": 0.08014094220726582, ""max_depth"": 3, ""min_child_weight"": 6.122241962392677, ""n_estimators"": 1100, ""reg_alpha"": 0.049043725682318934, ""reg_lambda"": 7.297420144975699, ""scale_pos_weight"": 2.7989717994331094, ""subsample"": 0.8699924289446302}",COMPLETE
